time_ms,ias_hz,frame_rms
2540035,0.0,1.88
2540547,0.0,1.93
2541059,0.0,1.97
2541571,0.0,2.11
2542083,0.0,2.07
2542595,0.0,1.98
2543107,0.0,1.96
2543619,0.0,2.0
2544131,0.0,1.97
2544643,0.0,2.08
2545155,0.0,341.54
2545667,0.0,210.39
2546179,0.0,0.65
2546691,0.0,0.77
2547203,0.0,0.69
2547715,0.0,0.65
2548227,0.0,0.73
2548739,0.0,0.71
2549251,0.0,0.7
2549763,0.0,137.01
2550275,0.0,353.9
2550787,0.0,11.55
2551299,0.0,10.32
2551811,0.0,10.59
2552323,0.0,11.84
2552835,0.0,13.02
2553347,0.0,11.72
2553859,0.0,11.84
2554371,0.0,11.98
2554883,0.0,9.53
2555395,0.0,10.35
2555907,0.0,11.96
2556419,0.0,10.86
2556931,0.0,10.92
2557443,0.0,12.06
2557955,0.0,12.12
2558467,0.0,10.61
2558979,0.0,11.83
2559491,0.0,11.03
2560003,0.0,13.08
2560515,0.0,10.84
2561027,0.0,12.85
2561539,0.0,10.63
2562051,0.0,11.35
2562563,0.0,11.6
2563075,0.0,10.94
2563587,0.0,11.71
2564099,0.0,12.22
2564611,0.0,11.76
2565123,0.0,24.27
2565635,0.0,31.25
2566147,5.19,34.28
2566659,5.19,33.11
2567171,5.19,33.06
2567683,5.19,32.7
2568195,5.19,32.72
2568707,5.19,32.4
2569219,5.19,32.18
2569731,5.19,32.78
2570243,5.19,33.43
2570755,5.0,32.18
2571267,5.0,32.06
2571779,5.0,33.12
2572291,8.07,53.47
2572803,7.87,99.87
2573315,10.56,108.39
2573827,10.56,106.62
2574339,10.75,106.86
2574851,10.75,109.58
2575363,10.75,106.93
2575875,10.75,107.92
2576387,10.75,107.77
2576899,10.75,108.55
2577411,10.75,110.42
2577923,10.75,110.9
2578435,10.75,112.7
2578947,10.75,111.79
2579459,10.75,108.69
2579971,10.56,133.83
2580483,16.13,113.87
2580995,16.51,102.19
2581507,16.7,108.55
2582019,16.7,115.88
2582531,16.7,120.67
2583043,16.7,118.91
2583555,16.7,123.36
2584067,16.89,126.1
2584579,16.89,122.64
2585091,16.89,127.47
2585603,16.89,130.58
2586115,16.89,129.57
2586627,16.89,130.02
2587139,16.89,121.51
2587651,17.09,234.26
2588163,20.92,282.98
2588675,21.12,262.94
2589187,21.12,257.97
2589699,21.12,253.88
2590211,21.12,250.84
2590723,21.12,249.37
2591235,21.31,245.76
2591747,21.31,242.02
2592259,21.31,238.96
2592771,21.31,234.06
2593283,21.5,229.57
2593795,21.5,222.11
2594307,21.5,222.06
2594819,21.5,217.9
2595331,22.08,220.52
2595843,22.46,249.34
2596355,22.65,253.51
2596867,22.65,270.37
2597379,22.84,285.29
2597891,22.84,287.43
2598403,22.84,283.7
2598915,22.84,284.6
2599427,22.84,278.49
2599939,22.84,279.01
2600451,22.84,278.98
2600963,22.84,287.19
2601475,22.84,287.34
2601987,22.84,289.28
2602499,22.84,288.92
2603011,22.65,269.36
2603523,22.65,267.6
2604035,22.84,277.11
2604547,22.84,289.39
2605059,22.84,294.84
2605571,22.84,292.35
2606083,22.84,281.42
2606595,22.84,282.58
2607107,22.84,281.35
2607619,22.84,277.89
2608131,22.84,283.49
2608643,22.84,287.85
2609155,22.84,287.65
2609667,23.04,296.96
2610179,23.04,160.39
2610691,0.0,15.13
2611203,0.0,12.19
2611715,0.0,13.09
2612227,0.0,11.46
2612739,0.0,9.8
2613251,0.0,9.92
2613763,0.0,10.9
2614275,0.0,10.28
2614787,0.0,12.95
2615299,0.0,11.04
2615811,0.0,12.3
2616323,0.0,11.72
2616835,0.0,10.67
2617347,0.0,10.59
2617859,0.0,10.79
2618371,0.0,14.24
2618883,0.0,12.7
2619395,0.0,11.65
2619907,0.0,11.22
2620419,0.0,35.87
